timestamp,vpin
2019-10-02 15:54:01,0.3957835358036327
2019-10-02 16:08:47,0.3994733231231939
2019-10-02 16:17:07,0.40525568083381264
2019-10-02 16:41:27,0.4067386920395562
2019-10-02 17:44:34,0.3996130310947256
2019-10-03 10:21:06,0.39590439428694185
2019-10-03 10:37:28,0.3972069493627903
2019-10-03 10:54:50,0.38897304938981714
2019-10-03 11:05:23,0.3947021850160429
2019-10-03 11:20:17,0.40181758962169356
2019-10-03 11:30:24,0.40631651894304266
2019-10-03 11:33:00,0.41164704333303304
2019-10-03 11:43:30,0.41848247759890783
2019-10-03 11:53:28,0.41766197046451514
2019-10-03 12:02:40,0.4095716592400607
2019-10-03 12:06:17,0.4075273213629843
2019-10-03 12:17:52,0.4079142902682587
2019-10-03 12:24:52,0.4174878898968129
2019-10-03 12:48:18,0.41298203061655847
2019-10-03 13:13:00,0.4123558395298716
2019-10-03 13:36:46,0.42047248459816633
2019-10-03 13:59:20,0.4006916098987533
2019-10-03 14:18:05,0.38365721651270607
2019-10-03 14:46:01,0.3650513856452831
2019-10-03 15:05:14,0.3655733501500336
2019-10-03 15:28:20,0.37349041240185443
2019-10-03 15:51:15,0.3676038281092993
2019-10-03 16:08:14,0.37352478499802494
2019-10-03 16:23:37,0.37004594562754245
2019-10-03 16:38:49,0.35224398999313933
2019-10-03 16:49:10,0.3378404862059168
2019-10-03 17:08:14,0.33187517758019697
2019-10-03 17:08:14,0.3388882959924048
2019-10-03 17:08:14,0.3517816231349748
2019-10-03 17:08:14,0.3682214260469435
2019-10-04 10:15:02,0.3706690875323109
2019-10-04 10:38:33,0.37776259346782076
2019-10-04 10:51:58,0.38084393039549275
2019-10-04 10:56:49,0.3783039618575062
2019-10-04 11:02:23,0.3851557508263976
2019-10-04 11:04:11,0.3834620688699316
2019-10-04 11:11:07,0.37835607514847436
2019-10-04 11:18:08,0.37931185508069937
2019-10-04 11:23:37,0.3844599829523011
2019-10-04 11:34:52,0.3861414681810937
2019-10-04 11:38:40,0.388369865766696
2019-10-04 11:46:47,0.37712531444688535
2019-10-04 11:49:13,0.3874759010679067
2019-10-04 11:54:15,0.3819929175819987
2019-10-04 12:00:53,0.3759170068121496
2019-10-04 12:05:03,0.3722715712295826
2019-10-04 12:19:26,0.36740119611090705
2019-10-04 12:38:47,0.3558472914255619
2019-10-04 13:11:39,0.35219187670217117
2019-10-04 14:11:44,0.3528757250469505
2019-10-04 14:43:01,0.35020769086839315
2019-10-04 14:57:46,0.34785011884879524
2019-10-04 15:38:35,0.3466498499663897
2019-10-04 15:54:30,0.34794159430634575
2019-10-04 16:02:59,0.34298279291203804
2019-10-04 16:14:50,0.3402357572019598
2019-10-04 16:38:08,0.32252555422346346
2019-10-04 16:44:30,0.32970554604611196
2019-10-04 16:50:11,0.33541028821699087
2019-10-04 16:52:25,0.3365318327662317
2019-10-04 16:53:29,0.3479524050422381
2019-10-04 17:09:00,0.3607035294280705
2019-10-04 17:09:00,0.369324398306318
2019-10-07 10:07:33,0.37532712871012675
2019-10-07 10:33:51,0.3733703855136139
2019-10-07 10:45:12,0.3674047996895378
2019-10-07 11:03:08,0.3672936431486961
2019-10-07 11:28:33,0.37335680279415945
2019-10-07 11:48:13,0.3749529109292382
2019-10-07 12:05:33,0.36836141121683147
2019-10-07 12:33:21,0.3613815566073693
2019-10-07 13:26:23,0.3583825475914928
2019-10-07 13:45:47,0.3552721048364183
2019-10-07 14:07:33,0.3593311203664562
2019-10-07 14:35:01,0.3606372790209354
2019-10-07 15:04:01,0.3632041357994747
