ticker,quarter,B_sum,S_sum,days_traded,alpha,delta,mu,epsilon_b,epsilon_s,likelihood,PIN
ENMT3,2020Q4,97,61,30,0.1669092932359252,0.2857925059472183,11.107337346416717,2.2405773186862583,1.1721702548032438,46.71736949822339,0.3520097985196607
ENMT3,2020Q3,115,69,32,0.1623979747957408,0.3852635215939746,13.153906819471612,2.10276498693666,1.5110682187646725,74.81609102546743,0.371507381575059
ENMT3,2020Q2,290,184,48,0.1644334741532597,0.5073091181765805,19.46104535684832,4.349492537623847,2.325461242812373,431.4203769943747,0.3240553872391969
ENMT3,2020Q1,118,49,35,0.146734028837058,1.0,7.544922459374639,3.3714287706589663,0.2929028880296124,34.52575136858509,0.2320262921542316
ENMT3,2019Q4,112,27,30,0.1486640506012551,0.2905182158178486,8.2981741100327,2.751211220660817,0.6484814978692711,26.010125767433863,0.2662533005784473
ENMT4,2021Q1,164,32,17,0.2936736102670324,3.9014261003763597e-07,23.7418597298004,2.671367831820705,1.8823821999702472,277.4189732795313,0.6049186635208148
ENMT4,2020Q4,32,5,16,0.0739065067790368,3.805351726893197e-15,4.340603026158663,1.6792012059197858,0.3125000174844567,-19.829596453710064,0.1387238066002924
ENMT4,2020Q3,121,36,36,0.7991072657822231,0.9581347345986212,2.0852492370929028,4.407299315609414,5.735049185092034e-42,inf,0.2743558398583974
ENMT4,2020Q2,265,116,46,0.2769194576779953,0.1594842434730166,13.414034234500573,2.665094728887725,1.902907251937594,296.8601343725633,0.4484827251594042
ENMT4,2020Q1,113,50,35,0.2829898206851445,0.9999999999989676,4.207406959216717,3.228571609014562,0.237917885256455,9.537492868672832,0.2556617615282326
ENMT4,2019Q4,194,42,22,0.2312796404428059,0.1971173347473393,17.28689820445303,5.6776742584278965,1.0514909060454176,274.7695350139579,0.372704944534392
EQPA3,2021Q1,3115,2303,60,0.1166669040592142,0.1428549042685588,109.7322936478228,40.24681889888181,37.25106292370276,15782.866241896028,0.1417732638750419
EQPA3,2020Q4,2052,1794,61,0.0327869086969094,0.5000002384185791,451.8833333333333,27.233352812131244,21.000015020370483,inf,0.2349887328826486
EQPA3,2020Q3,3461,2256,65,0.170039273441655,0.4540358951036421,65.34141927300595,46.81534786487321,30.0278914046588,16372.923192758568,0.1263231555197675
EQPA3,2020Q2,4211,3552,61,0.7457232638148277,0.8775672566389165,114.21770909952912,59.66557232975888,52.825155572156845,inf,0.4309036709949664
EQPA3,2020Q1,7195,6476,62,0.0525935430430751,0.6371998111572266,314.4211361798025,201.2609361527862,173.59253147006478,inf,0.0422507524882757
EQPA3,2019Q4,1376,790,7,0.4892924400284797,0.5920147246639955,233.9155407151959,217.72626106124875,87.42801386724992,inf,0.2727623749418554
EQPA5,2021Q1,52,51,29,0.0344831615983247,1.0,20.96407119376229,1.7931033750637289,1.0357128910812028,-7.963968308155282,0.20353707426166
EQPA5,2020Q4,47,26,14,0.2142996945210999,0.3329811325241981,12.378950591705976,1.2863553987694545,1.275126067334167,32.93275691985544,0.5087570810502642
EQPA5,2020Q3,17,6,10,0.9999999985102116,0.2455966813498338,1.2396815687617977,0.7794592537713665,0.2808434746416328,-16.431893527654786,0.5389956659413535
EQPA5,2020Q2,29,23,17,0.3149439490742725,0.9999999999995324,2.8549253368496856,1.7058825863945413,0.45379949742257,-25.44346069380305,0.2939500912848012
EQPA5,2020Q1,195,77,35,0.0571428543152127,7.852038569519819e-14,47.12120685141042,2.878787756206828,2.200000005410959,272.6974655482351,0.3464794695874975
EQPA5,2019Q4,27,2,7,0.9473731214539128,0.8609498948636469,9.875084550606317e-08,3.857142842651628,0.2857142059606965,4.942495420632694,2.2581975082146948e-08
EQPA6,2020Q1,27,1,5,0.2000004685746999,0.0,19.49995757063141,1.4999989917340986,0.2000000613886678,34.25631417765444,0.6964287244915067
EQPA7,2021Q1,99,84,32,0.3928861573026785,0.0915825659141529,4.58852565668499,1.4502188556664264,2.4657627074636994,20.54744238177353,0.315238169797779
EQPA7,2020Q4,67,41,21,0.0495859905283329,1.9157623064448694e-11,17.184368668927867,2.3383725922355647,1.952381483740408,15.517794404309752,0.1656868494260781
EQPA7,2020Q3,90,72,30,0.1712928557811072,1.422913123564001e-14,9.389964332974763,1.3915661658033245,2.4000001670434328,31.82810274682845,0.2978581045997323
EQPA7,2020Q2,119,54,26,0.4661289682399486,0.280686457491499,7.929327447098776,1.6200765389126095,1.3376801922693708,85.46749582395162,0.555481633914685
EQPA7,2020Q1,259,87,34,0.0588448210502137,4.643557875370198e-06,76.90018667673384,3.093540139043975,2.5585957069879024,541.0674879382042,0.4446338115364333
EQPA7,2019Q4,17,11,5,0.4037371924573347,0.5208687320009793,6.41006562798381,2.2624090287226464,0.7496105509548481,6.97719307919804,0.462139502900258
EQTL3,2021Q1,466907,485975,60,0.3709104620853293,0.0603109897829374,0.0,7781.783484714463,8099.5829857704575,7603955.331221996,0.0
EQTL3,2020Q4,442504,457249,61,0.4518798807409274,0.6290335286920348,620.5130840140866,8491.070399842856,9317.163904482191,inf,0.0155013039858739
EQTL3,2020Q3,646359,650929,65,0.2411576078609722,0.1370209744919241,484.3997212330973,9694.562203351628,11268.995556879629,inf,0.0055414897094579
EQTL3,2020Q2,902150,892342,61,0.481483146750156,0.3712604697799065,635.5093780066131,19754.38338179705,16761.05910895444,inf,0.0083100264950531
EQTL3,2020Q1,827751,840094,62,0.4269013236280471,0.7327736049252696,603.5101839937229,16192.439198030344,17920.926033316082,inf,0.0074958326039662
EQTL3,2019Q4,298245,249306,61,0.8360656910255307,0.941176512662102,572.0185936443544,4411.020396384699,6103.15821146965,inf,0.0435067945506103
ESPA3,2021Q1,69359,80182,41,0.3662420787336022,0.3192735125906301,502.34425872460974,2301.487194236459,1847.3193538288767,inf,0.0424621938475906
ESTR4,2021Q1,89,73,35,0.2268590842457753,0.622007877150244,7.151711490723086,1.7828821207906298,1.2232577832434373,6.1090970460496274,0.3505252164242032
ESTR4,2020Q4,239,218,35,0.1148310040326527,0.2493788705872157,37.32235422324841,3.1899846954793585,5.581393093966534,584.892254207259,0.3282313749545662
ESTR4,2020Q3,526,328,36,0.3826786561823208,0.6244417254087842,79.8007912646316,1.3015160379453077,8.214534839600317,inf,0.7624201168674706
ESTR4,2019Q4,59,8,20,0.2211731520421441,0.2293765789582421,5.705235062716429,1.9320479040042744,0.1561071630795749,2.1271550942297885,0.3766701085836811
ETER3,2021Q1,85011,84113,60,0.6166669050852458,0.0540540927165263,666.7440820130475,1095.0407832336423,1312.5354215564398,inf,0.1458664891433478
ETER3,2020Q4,144917,144148,61,0.1794656071934695,0.0422959494732651,242.1091650215,2821.227963586668,2916.905610279824,inf,0.0075152881102815
ETER3,2020Q3,64250,64705,65,0.4129064721795598,0.8453872909819667,113.42613202170376,653.2205487194235,1000.093558382924,inf,0.0275472314744521
ETER3,2020Q2,29096,28326,61,0.2950822056316938,0.6111113495296903,541.927901234568,392.6113919284608,388.8202781057357,inf,0.1698774506812289
ETER3,2020Q1,42123,43887,62,0.2609806175505114,0.9871998111572268,311.7344124344385,1394.6036085559545,1123.4557147732594,inf,0.0312980456507278
ETER3,2019Q4,17683,16771,61,0.8275410211281697,0.985094345020798,42.075334883330015,276.76588794803627,435.3885225190057,inf,0.0466135233841034
EUCA3,2021Q1,395,394,58,0.0689655591756913,0.2500002504276215,54.05481534033359,4.269648771021691,5.60588225892587,1042.16692516706,0.2740422560971316
EUCA3,2020Q4,679,602,60,0.10002914002204,0.3561722339095539,52.61825718973838,7.06242745975724,9.024213889760665,2101.834822509752,0.2465273501639997
EUCA3,2020Q3,980,1055,65,0.2409314143505391,0.9677719428222852,45.98866137156109,7.645303049420392,15.609755386785393,inf,0.3227044657470004
EUCA3,2020Q2,3781,2804,61,0.9515126287085688,0.9831055384489517,34.325799099272686,43.29762361993806,296.7203026738353,inf,0.0876394967014494
EUCA3,2020Q1,1708,962,62,0.8989202683597675,0.9599668594135418,24.68763992564456,31.38988917151414,2.407413962805755,inf,0.3963637963249051
EUCA3,2019Q4,1843,1065,32,0.9262687731027603,0.9237533396657313,65.50718030530805,28.767502013549816,380.2260423831941,inf,0.1291910324000922
EUCA4,2021Q1,5901,4625,60,0.083333392937978,0.2000001430511474,253.8151936491812,89.21434952531541,65.06784315028433,inf,0.1205658235613446
EUCA4,2020Q4,6865,6046,61,0.4050959273371246,0.4448786569915159,94.64736134909998,90.23085126390058,83.08357251842878,47966.51086563373,0.1811492128112101
EUCA4,2020Q3,7443,6521,65,0.686358787808364,0.562190433262326,284.6739691011106,42.76482846125872,86.04801180966825,inf,0.6026763863173289
EUCA4,2020Q2,8491,7538,61,0.2459018152268206,0.8000001430511475,172.2578525069452,114.5345646800666,105.87762674993398,inf,0.1611995439320781
EUCA4,2020Q1,7283,6608,62,0.3558845468498109,0.3658206974622833,118.81252992924304,90.00075695388497,91.76411773406863,52561.00512147243,0.1887250253303097
EUCA4,2019Q4,11191,8675,61,0.9568852459016396,0.9866101694915256,31.17492998688639,135.7591666666667,443.66692892710375,inf,0.0489626449311824
EVEN3,2021Q1,107590,114497,60,0.5166669050852458,0.1612904379444737,543.0952216663791,1643.3247048083472,1777.5285441138526,inf,0.0758078947557212
EVEN3,2020Q4,118560,119793,61,0.3154491806769771,0.0939825695781448,534.7333498838938,4053.944057919488,3438.8873837581787,inf,0.0220166963176096
EVEN3,2020Q3,265247,271139,65,0.6218220558753567,0.871604137990369,411.260506039024,6241.683748918894,6350.583960132186,inf,0.0199043339025268
EVEN3,2020Q2,274993,278003,61,0.4140163924919008,0.1091325633459587,609.039264950845,6947.374948989344,7000.017159813502,inf,0.0177577697691036
EVEN3,2020Q1,287687,297322,62,0.193362578541144,0.4380366295664805,577.3693515543807,5283.179003263796,4878.039380890354,inf,0.0108676285348433
EVEN3,2019Q4,203673,190671,61,0.7213117138284152,0.8863637176426975,607.9878246753248,3173.109412440232,2853.0020406246185,inf,0.0678378641289101
EZTC3,2021Q1,223025,247958,60,0.3833335717519124,0.0434782919676407,728.2842570686116,3526.713048815727,4043.833400847548,inf,0.0355650552258344
EZTC3,2020Q4,215824,214273,61,0.9047171980545238,0.1847522989800417,525.2132263611553,6748.393143552474,5284.831663402696,inf,0.0379880446050038
EZTC3,2020Q3,435249,428187,65,0.4768612479410186,0.4477069176962887,314.2284931472187,7805.359068600123,9589.659348370746,inf,0.0085405854441942
EZTC3,2020Q2,389528,367020,61,0.3771608515799575,0.4674163527102662,589.9119797988351,5972.109475477162,5989.161182693639,inf,0.0182613299596962
EZTC3,2020Q1,359527,375637,62,0.3782429666385972,0.5605671428199819,605.9826124168744,9108.348150939872,9445.796265045195,inf,0.0122027552861249
EZTC3,2019Q4,193744,182766,61,0.3894666315603626,0.938618559191844,331.5032127013155,4924.125489014321,4367.74346750262,inf,0.0137044619118757
FESA3,2021Q1,124,92,45,0.209212307014869,2.959795414253588e-15,6.836235514009811,1.325330966549087,2.044444433396964,3.758584269017781,0.297963458802216
FESA3,2020Q4,48,4,14,0.8721524278078019,0.9786375272482593,0.0,3.428571573723448,0.2857142088025348,2.1318448280646938,0.0
FESA3,2020Q3,172,114,21,0.1428581818209685,0.6666716333632646,29.553373798432936,7.155386808025133,2.2417225128889937,369.0752857596153,0.3100026118784824
FESA3,2020Q2,25,3,11,0.654957557214828,0.3178884560670325,1.5131138275245142e-08,2.272727259549942,0.2727272691549356,-11.37333515064502,3.893313831495914e-09
FESA3,2020Q1,58,24,33,0.0610168679229057,0.4989466362479848,8.860694483879382,1.4173293192115657,0.5268673060181577,-40.0298010549451,0.2175793960279521
FESA3,2019Q4,50,30,32,0.0928752044761149,0.2192680445649758,6.484795815077231,1.0482352440512697,0.849487826667634,-47.53063200611916,0.2409107134235074
FESA4,2021Q1,29702,29518,60,0.5333335717519124,0.75,245.2806241561969,409.2118311524391,446.9725419216686,inf,0.1325393009572791
FESA4,2020Q4,17601,17055,61,0.5437781035715743,0.7599691714066807,257.7287716207015,252.9387315508585,253.82987352173097,inf,0.2166390865589217
FESA4,2020Q3,25475,27095,65,0.5252309065598709,0.2534052823040937,270.4289484058083,393.433301474154,222.8720102153841,inf,0.1873000086445164
FESA4,2020Q2,43866,43141,61,0.995589707863522,0.9762945900588872,144.10343775139776,628.8262450021385,671.7315824485254,inf,0.0993527309216951
FESA4,2020Q1,45928,46864,62,0.5000002384185791,0.0322580875888947,283.16859888895704,623.0941956713796,731.9677366585028,inf,0.0946010871269869
FESA4,2019Q4,24748,28003,61,0.5081969597300545,0.8064517513398202,332.77876522931024,373.7093582066623,321.9446747170555,inf,0.1955628942907133
FHER3,2021Q1,29916,28817,60,0.2166668216387431,0.4615386999570406,599.6760199967746,413.4908617892356,435.4632744303457,inf,0.1327326760076629
FHER3,2020Q4,7398,6633,61,0.1803279978330018,0.0909091559323397,278.315261455037,76.41181935983545,103.41674063603082,inf,0.2181931008638894
FHER3,2020Q3,5805,6742,65,0.1452575170576857,0.8811136304864287,82.03451128690128,42.82759154977557,88.29021739142036,inf,0.0833098043645432
FHER3,2020Q2,11622,11787,61,0.3770494187464479,0.8260870809140413,182.055485996894,155.49133928616843,159.6191617874872,inf,0.1788745934074174
FHER3,2020Q1,23012,22988,62,0.3387099158379338,0.9523809864407496,155.0827472569672,333.83630435193174,355.5716828959329,inf,0.0707986411548091
FHER3,2019Q4,34646,34639,61,0.0798994320747373,0.5464972015135536,0.0,567.9671163829665,567.8524116897062,370117.8837228187,0.0
FLRY3,2021Q1,191338,201250,60,0.0675691304823683,0.271085188594053,281.880450948476,4793.526385940773,3150.998837830305,inf,0.0023916928018987
FLRY3,2020Q4,204534,214228,61,0.743385479336623,0.9185956617262564,544.0738431570543,4832.044290439377,4869.72493809425,inf,0.0400205380093932
FLRY3,2020Q3,393587,383852,65,0.6833602457221402,0.5463220239592376,732.1521659413678,8879.592563070606,8848.630396281671,inf,0.0274472613649372
FLRY3,2020Q2,442993,438089,61,0.3648249808878638,0.0868047680823941,0.0,7262.180090278154,7181.7871788810935,6947243.833189033,0.0
FLRY3,2020Q1,447867,427754,62,0.80645175133982,0.0200000143051147,340.60876821236536,7604.543900728226,6624.5785087562,inf,0.0189387888743856
FLRY3,2019Q4,237110,246418,61,0.7925660073364578,0.8634518723387307,381.85602844083775,5858.489818797196,5896.9184213842655,inf,0.0250990830778933
FRAS3,2021Q1,19517,15848,60,0.131452198241184,0.8667275401363395,151.8002065518749,273.4184928649512,197.5856750959739,inf,0.0406438939403396
FRAS3,2020Q4,12784,10066,61,0.2459018152268206,0.0666667143503824,241.80714694909733,155.21287697426817,159.91678104797995,inf,0.1587355270209063
FRAS3,2020Q3,9736,8463,65,0.5022251250685472,0.9451691211879186,210.0458946599016,189.2517614404589,92.1195426967558,inf,0.272682317333488
FRAS3,2020Q2,11202,9607,61,0.0983607260907282,0.5000002384185791,283.19560485598686,173.79322775479022,139.482858386533,inf,0.0816557032964702
FRAS3,2020Q1,24273,23584,62,0.3225808835798693,0.8000001430511475,440.2497001499251,363.327846079037,266.5436689076216,inf,0.1839855021063207
FRAS3,2019Q4,9752,9913,61,0.1803279978330018,0.4545456929640337,462.7057260920898,125.5455443425612,113.3929382477488,inf,0.2588234420042201
FRIO3,2021Q1,77,18,13,0.0769229086829053,3.741502381762098e-13,46.66666350601411,2.333333466742199,1.384615465394806,121.75567605653944,0.4912274922378478
FRIO3,2020Q4,28,15,11,0.0950362763263475,0.0,12.225153246874724,1.383622674493855,1.3636360791190405,-0.0024440171387363,0.2972130363823998
FRIO3,2020Q3,29,22,19,0.4258010358602168,0.5259050214657,2.6920712876531674,1.016178307784421,0.5217456328514122,-31.431133758716147,0.4270479772420839
FRIO3,2020Q2,15,6,9,0.2442931054962855,0.9547951969314138,2.578849060969873,2.228654460635351,0.0118600629425539,-12.277135330359208,0.2194715016632684
FRIO3,2020Q1,46,9,12,0.9417814746748384,0.8560152228586577,1.00584967446187,2.882168549039063,1.5780857803404694e-40,inf,0.2473692903859755
FRTA3,2021Q1,1398,1405,60,0.1993920019329952,9.93888357077648e-12,67.23366693817627,9.894208559682282,23.416672148447507,6696.746333649131,0.2869604461079572
FRTA3,2020Q4,2107,2166,60,0.0042364348527128,0.9989720064060774,81.90092473426093,14.153058617570988,42.3103304168871,inf,0.0061074767091923
FRTA3,2020Q3,433,678,65,0.3049813658851296,0.49556030305328,13.660425094736285,4.503711809030989,8.422421517251866,1403.2252242466757,0.243745607620302
FRTA3,2020Q2,2610,2317,61,0.2786816681078004,0.176092129512149,78.31363769993888,24.224475860781062,34.72143278071863,14045.483113752176,0.2702048341742031
FRTA3,2020Q1,3211,2686,52,0.2884617768801175,0.133333428700765,138.73521034219533,32.56412585576376,40.8200291967392,inf,0.3528960114785585
FRTA3,2019Q4,570,199,57,0.0876496202720183,0.0,30.87310049042746,7.291495861176649,3.491061785681552,911.5274969393528,0.2006154022520655
