ticker,quarter,B_sum,S_sum,days_traded,alpha,delta,mu,epsilon_b,epsilon_s,likelihood,PIN
EQPA5,2020Q2,29,23,17,0.3149285985668431,0.999999991151198,2.855027896783881,1.7058464027822324,0.4538093803174415,-25.44346073467878,0.2939499583963547
EQPA7,2020Q3,90,72,30,0.2191123321035731,0.5416880590825157,8.268427604984876,2.1605911428938884,1.4276951454903504,30.32966454416215,0.3355026307093311
EQPA7,2020Q2,119,54,26,0.4345729871266761,0.1344616634147594,8.39639888893102,1.2460316340316684,1.758966490607853,85.32967150790591,0.5483817926817193
EQTL3,2021Q1,466907,485975,60,0.4833323944243907,0.2413780488448899,6861.942272134526,5265.654163218342,7299.106522654292,7659250.172952598,0.2088359596869724
EQTL3,2020Q4,442504,457249,61,0.4426224492924399,0.6666670109249614,4733.3938521649725,6635.565907763435,6019.374369952637,7141137.651551772,0.1420406612185773
EQTL3,2020Q3,646359,650929,65,1.0,0.4638505423768935,1614.6444010965863,9106.729589837969,9164.50268707687,10654827.8311004,0.0811955352655867
EQTL3,2020Q2,902150,892342,61,0.0130688105722704,0.0330450127873243,822.746523459726,13418.423615579435,15102.418006545304,15430799.515449705,0.0003768565642171
EQTL3,2020Q1,827751,840094,62,0.9738289783511058,1.0,3356.3596090375195,15729.748393472057,9887.27924510836,14209090.065397749,0.113154171828876
ESPA3,2021Q1,69359,80182,41,0.0487805451766591,1.0,12955.308300525066,1691.6829595998329,1323.6923174190133,1010313.706001439,0.1732678080409116
ESTR4,2020Q4,239,218,35,0.9659263371428584,0.9710803242424244,15.51497051111113,2.310317647058824,7.192049364583345,462.9122656769113,0.6119690885780811
ESTR4,2020Q3,526,328,36,0.9837493180555562,0.9722024385714292,102.74087225000017,3.3990158403361352,16.587115963235306,1524.5313559726587,0.8349036683470785
ESTR4,2020Q1,52,6,10,0.9446290752517555,0.9283954137019532,0.6354461985102602,5.0842044568341525,1.8253423167972904e-15,25.012945974972595,0.1055967292254018
ESTR4,2019Q4,59,8,20,1.0,0.8513940177130384,0.4837486238799491,2.920638546639403,1.0969505131529744e-14,-10.081799244625635,0.142095654709611
ETER3,2021Q1,85011,84113,60,0.4048208859586932,0.3432979829688682,1552.315386892164,916.9987548585336,1281.1176433796286,1070307.794373664,0.2223258057930163
ETER3,2020Q3,64250,64705,65,0.1846157663526247,0.3333328839486941,1719.7678973245168,750.5409484174804,915.8864631125876,772515.8676981474,0.1600345172241147
ETER3,2020Q1,42123,43887,62,0.2258061898405916,0.3571438704936837,1431.4706460660068,445.27922202321423,618.7435669848398,489793.18020209024,0.233002799303576
EUCA3,2020Q1,1708,962,62,0.9839091483870972,0.9663994266666668,4.546557290681992,26.362604367816097,25.80023258620691,5448.297248005409,0.0789847561719819
EUCA3,2019Q4,1843,1065,32,0.9950620960160724,0.7414145337237188,238.71049507244004,7.375236436053295,35.344223612491824,10240.693969716856,0.8475672677092082
EUCA4,2020Q4,6865,6046,61,0.405096684253306,0.4448782888234301,94.64735292110902,90.2308571091469,83.08357542968997,47966.510865633725,0.1811494692684543
