ticker,PIN,timestamp,VPIN
MWET3,0.7533062405568446,2020-08-27 13:06:38,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:05,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:09,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:13,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:16,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:20,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:46,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:50,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:50,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:06:59,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:07:00,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:07:35,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:07:41,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:07:28,0.9076923076923076
MWET3,0.7533062405568446,2020-08-27 13:07:56,0.9076923076923076
EEEL3,0.741385989357487,2020-05-19 16:39:02,1.0
EEEL3,0.741385989357487,2020-06-12 16:50:52,1.0
EEEL3,0.741385989357487,2020-06-12 16:51:35,1.0
EEEL3,0.741385989357487,2020-06-17 13:21:56,1.0
EEEL3,0.741385989357487,2020-06-24 14:54:11,1.0
EEEL3,0.741385989357487,2020-07-01 10:48:05,1.0
EEEL3,0.741385989357487,2020-07-03 12:49:27,1.0
EEEL3,0.741385989357487,2020-07-21 13:20:23,1.0
EEEL3,0.741385989357487,2020-07-30 12:48:34,1.0
EEEL3,0.741385989357487,2020-07-30 12:56:54,1.0
EEEL3,0.741385989357487,2020-09-23 17:00:00,1.0
EEEL3,0.741385989357487,2020-09-29 17:05:00,1.0
EEEL3,0.741385989357487,2020-09-29 17:05:00,1.0
EEEL3,0.741385989357487,2020-10-15 15:14:00,1.0
EEEL3,0.741385989357487,2020-10-16 15:30:52,1.0
PEAB3,0.7142724880640818,2020-10-06 10:18:10,0.9031578947368422
PEAB3,0.7142724880640818,2020-10-01 12:29:34,0.9031578947368422
PEAB3,0.7142724880640818,2020-10-01 12:44:29,0.9031578947368422
PEAB3,0.7142724880640818,2020-11-30 14:10:20,0.911578947368421
PEAB3,0.7142724880640818,2020-11-30 16:43:53,0.911578947368421
PEAB3,0.7142724880640818,2020-11-27 16:38:13,0.911578947368421
PEAB3,0.7142724880640818,2020-11-27 16:29:34,0.911578947368421
PEAB3,0.7142724880640818,2020-11-27 16:29:34,0.911578947368421
PEAB3,0.7142724880640818,2020-11-27 16:29:34,0.911578947368421
PEAB3,0.7142724880640818,2020-11-27 16:46:54,0.911578947368421
PEAB3,0.7142724880640818,2020-10-09 10:41:41,0.911578947368421
PEAB3,0.7142724880640818,2020-10-09 10:48:51,0.911578947368421
PEAB3,0.7142724880640818,2020-11-30 14:23:04,0.911578947368421
PEAB3,0.7142724880640818,2020-10-14 16:24:00,0.911578947368421
PEAB3,0.7142724880640818,2020-10-15 10:59:46,0.911578947368421
LIPR3,0.6894407132656922,2020-10-08 11:25:38,0.92
LIPR3,0.6894407132656922,2020-10-08 11:24:38,0.92
LIPR3,0.6894407132656922,2020-10-08 11:24:16,0.92
LIPR3,0.6894407132656922,2020-08-25 13:39:53,0.9270588235294116
LIPR3,0.6894407132656922,2020-08-25 12:41:46,0.9270588235294116
LIPR3,0.6894407132656922,2020-08-25 12:41:42,0.9270588235294116
LIPR3,0.6894407132656922,2020-10-16 11:30:37,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-19 15:08:30,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-16 11:25:35,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-07 16:29:15,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-08 11:18:59,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-08 11:18:31,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-08 11:17:30,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-07 16:29:15,0.9294117647058824
LIPR3,0.6894407132656922,2020-10-08 11:23:17,0.9294117647058824
TEKA4,0.6785139134747038,2021-02-02 10:56:48,0.5728205128205128
TEKA4,0.6785139134747038,2021-02-02 13:11:27,0.5846153846153846
TEKA4,0.6785139134747038,2021-02-02 13:11:27,0.5846153846153846
TEKA4,0.6785139134747038,2021-02-02 13:11:27,0.5846153846153846
TEKA4,0.6785139134747038,2021-02-01 14:01:55,0.5882051282051282
TEKA4,0.6785139134747038,2021-02-02 10:48:29,0.5882051282051282
TEKA4,0.6785139134747038,2021-02-01 17:34:45,0.5969230769230769
TEKA4,0.6785139134747038,2021-02-02 10:15:17,0.5969230769230769
TEKA4,0.6785139134747038,2021-02-02 10:33:35,0.5984615384615385
TEKA4,0.6785139134747038,2021-02-01 15:12:39,0.601025641025641
TEKA4,0.6785139134747038,2021-02-01 17:00:31,0.601025641025641
TEKA4,0.6785139134747038,2021-02-01 13:51:10,0.601025641025641
TEKA4,0.6785139134747038,2021-02-01 14:05:49,0.601025641025641
TEKA4,0.6785139134747038,2021-02-02 13:25:43,0.6025641025641025
TEKA4,0.6785139134747038,2021-02-02 14:48:51,0.6025641025641025
BRGE8,0.6724693762942155,2020-08-21 10:25:15,0.9081081081081082
BRGE8,0.6724693762942155,2020-08-18 11:11:06,0.9091891891891892
BRGE8,0.6724693762942155,2020-08-18 11:01:29,0.9091891891891892
